service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2024-07-162024-09-20124821,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30124821,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20124841,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30124841,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20124881,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30124881,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-24125121,1,1,1,1,1,1,1,20240716,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14125121,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-20125121,1,1,1,1,1,1,1,20240816,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125121,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20125261,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125261,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-18125281,1,1,1,1,1,1,1,20240716,20240718                                                                                                                                                                                                                                                                                                    
2024-07-192024-07-19125281,1,1,1,1,1,1,1,20240719,20240719                                                                                                                                                                                                                                                                                                    
2024-07-202024-07-25125281,1,1,1,1,1,1,1,20240720,20240725                                                                                                                                                                                                                                                                                                    
2024-07-262024-07-26125281,1,1,1,1,1,1,1,20240726,20240726                                                                                                                                                                                                                                                                                                    
2024-07-272024-08-01125281,1,1,1,1,1,1,1,20240727,20240801                                                                                                                                                                                                                                                                                                    
2024-08-022024-08-02125281,1,1,1,1,1,1,1,20240802,20240802                                                                                                                                                                                                                                                                                                    
2024-08-032024-08-08125281,1,1,1,1,1,1,1,20240803,20240808                                                                                                                                                                                                                                                                                                    
2024-08-092024-08-09125281,1,1,1,1,1,1,1,20240809,20240809                                                                                                                                                                                                                                                                                                    
2024-08-102024-08-15125281,1,1,1,1,1,1,1,20240810,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-08-16125281,1,1,1,1,1,1,1,20240816,20240816                                                                                                                                                                                                                                                                                                    
2024-08-172024-08-22125281,1,1,1,1,1,1,1,20240817,20240822                                                                                                                                                                                                                                                                                                    
2024-08-232024-08-23125281,1,1,1,1,1,1,1,20240823,20240823                                                                                                                                                                                                                                                                                                    
2024-08-242024-08-29125281,1,1,1,1,1,1,1,20240824,20240829                                                                                                                                                                                                                                                                                                    
2024-08-302024-08-30125281,1,1,1,1,1,1,1,20240830,20240830                                                                                                                                                                                                                                                                                                    
2024-08-312024-09-05125281,1,1,1,1,1,1,1,20240831,20240905                                                                                                                                                                                                                                                                                                    
2024-09-062024-09-06125281,1,1,1,1,1,1,1,20240906,20240906                                                                                                                                                                                                                                                                                                    
2024-09-072024-09-12125281,1,1,1,1,1,1,1,20240907,20240912                                                                                                                                                                                                                                                                                                    
2024-09-132024-09-13125281,1,1,1,1,1,1,1,20240913,20240913                                                                                                                                                                                                                                                                                                    
2024-09-142024-09-20125281,1,1,1,1,1,1,1,20240914,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125281,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20125381,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125381,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21125541,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-08-01125541,1,1,1,1,1,1,1,20240722,20240801                                                                                                                                                                                                                                                                                                    
2024-08-022024-08-02125541,1,1,1,1,1,1,1,20240802,20240802                                                                                                                                                                                                                                                                                                    
2024-08-032024-08-03125541,1,1,1,1,1,1,1,20240803,20240803                                                                                                                                                                                                                                                                                                    
2024-08-042024-08-04125541,1,1,1,1,1,1,1,20240804,20240804                                                                                                                                                                                                                                                                                                    
2024-08-052024-08-08125541,1,1,1,1,1,1,1,20240805,20240808                                                                                                                                                                                                                                                                                                    
2024-08-092024-08-09125541,1,1,1,1,1,1,1,20240809,20240809                                                                                                                                                                                                                                                                                                    
2024-08-102024-08-10125541,1,1,1,1,1,1,1,20240810,20240810                                                                                                                                                                                                                                                                                                    
2024-08-112024-08-11125541,1,1,1,1,1,1,1,20240811,20240811                                                                                                                                                                                                                                                                                                    
2024-08-122024-08-15125541,1,1,1,1,1,1,1,20240812,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-08-16125541,1,1,1,1,1,1,1,20240816,20240816                                                                                                                                                                                                                                                                                                    
2024-08-172024-08-17125541,1,1,1,1,1,1,1,20240817,20240817                                                                                                                                                                                                                                                                                                    
2024-08-182024-08-18125541,1,1,1,1,1,1,1,20240818,20240818                                                                                                                                                                                                                                                                                                    
2024-08-192024-08-22125541,1,1,1,1,1,1,1,20240819,20240822                                                                                                                                                                                                                                                                                                    
2024-08-232024-08-23125541,1,1,1,1,1,1,1,20240823,20240823                                                                                                                                                                                                                                                                                                    
2024-08-242024-08-24125541,1,1,1,1,1,1,1,20240824,20240824                                                                                                                                                                                                                                                                                                    
2024-08-252024-08-25125541,1,1,1,1,1,1,1,20240825,20240825                                                                                                                                                                                                                                                                                                    
2024-08-262024-08-29125541,1,1,1,1,1,1,1,20240826,20240829                                                                                                                                                                                                                                                                                                    
2024-08-302024-08-30125541,1,1,1,1,1,1,1,20240830,20240830                                                                                                                                                                                                                                                                                                    
2024-08-312024-08-31125541,1,1,1,1,1,1,1,20240831,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-09-01125541,1,1,1,1,1,1,1,20240901,20240901                                                                                                                                                                                                                                                                                                    
2024-09-022024-09-05125541,1,1,1,1,1,1,1,20240902,20240905                                                                                                                                                                                                                                                                                                    
2024-09-062024-09-06125541,1,1,1,1,1,1,1,20240906,20240906                                                                                                                                                                                                                                                                                                    
2024-09-072024-09-07125541,1,1,1,1,1,1,1,20240907,20240907                                                                                                                                                                                                                                                                                                    
2024-09-082024-09-08125541,1,1,1,1,1,1,1,20240908,20240908                                                                                                                                                                                                                                                                                                    
2024-09-092024-09-12125541,1,1,1,1,1,1,1,20240909,20240912                                                                                                                                                                                                                                                                                                    
2024-09-132024-09-13125541,1,1,1,1,1,1,1,20240913,20240913                                                                                                                                                                                                                                                                                                    
2024-09-142024-09-14125541,1,1,1,1,1,1,1,20240914,20240914                                                                                                                                                                                                                                                                                                    
2024-09-152024-09-15125541,1,1,1,1,1,1,1,20240915,20240915                                                                                                                                                                                                                                                                                                    
2024-09-162024-09-19125541,1,1,1,1,1,1,1,20240916,20240919                                                                                                                                                                                                                                                                                                    
2024-09-202024-09-20125541,1,1,1,1,1,1,1,20240920,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125541,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20125601,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125601,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20125611,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125611,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20125901,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30125901,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21126001,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30126001,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21126002,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30126002,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-11126011,1,1,1,1,1,1,1,20240716,20240811                                                                                                                                                                                                                                                                                                    
2024-08-122024-08-18126011,1,1,1,1,1,1,1,20240812,20240818                                                                                                                                                                                                                                                                                                    
2024-08-192024-09-30126011,1,1,1,1,1,1,1,20240819,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-30126021,1,1,1,1,1,1,1,20240716,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-31126022,1,1,1,1,1,1,1,20240716,20240831                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21126031,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30126031,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-30126041,1,1,1,1,1,1,1,20240716,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-08-11126071,1,1,1,1,1,1,1,20240716,20240811                                                                                                                                                                                                                                                                                                    
2024-08-122024-08-18126071,1,1,1,1,1,1,1,20240812,20240818                                                                                                                                                                                                                                                                                                    
2024-08-192024-09-29126071,1,1,1,1,1,1,1,20240819,20240929                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126111,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126111,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126112,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126112,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21126131,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30126131,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126231,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126231,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126411,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126411,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126421,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126421,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126441,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126441,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21126461,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-20126461,1,1,1,1,1,1,1,20240722,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126461,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21126801,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-20126801,1,1,1,1,1,1,1,20240722,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126801,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126811,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126811,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126821,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126831,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126831,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126841,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126841,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126851,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126851,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126871,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126871,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126901,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30126901,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126941,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20126961,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20129601,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20129611,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30129611,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20129621,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
2024-09-232024-09-30129621,1,1,1,1,1,1,1,20240923,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-09-20129631,1,1,1,1,1,1,1,20240716,20240920                                                                                                                                                                                                                                                                                                    
